sentence,page,topic,similarity
役職員がグローバルで一体となり、こうした世界的な流れに対応していくため、ORIX Group Purpose & Cultureを導入しました。,2,海洋資源の採取と利用,0.328
役職員がグローバルで一体となり、こうした世界的な流れに対応していくため、ORIX Group Purpose & Cultureを導入しました。,2,健康と安全,0.3139
役職員がグローバルで一体となり、こうした世界的な流れに対応していくため、ORIX Group Purpose & Cultureを導入しました。,2,企業文化,0.3523
"変化に 広い視野で時代の流れを捉え、
変化の兆しに対していち早く行動を起こし、 それが、私たちのパーパスです。",2,気候変動,0.3379
"変化に 広い視野で時代の流れを捉え、
変化の兆しに対していち早く行動を起こし、 それが、私たちのパーパスです。",2,気候変動への適応,0.41
"変化に 広い視野で時代の流れを捉え、
変化の兆しに対していち早く行動を起こし、 それが、私たちのパーパスです。",2,気候変動の緩和,0.3019
"変化に 広い視野で時代の流れを捉え、
変化の兆しに対していち早く行動を起こし、 それが、私たちのパーパスです。",2,健康と安全,0.3244
"である、とCEOは述べており、2023年11月に制定した「ORIX Group リスクマネジメント 50
Purpose ＆Culture」の浸透が有効だと考えています。",3,健康と安全,0.3494
取締役 兼 代表執行役社長 可能性があることを認識する必要があります。,4,平等と機会,0.3497
"て、いきいきとした社会、サステナブルな社会
▶ P.9 ESG関連の重要課題と重要目標 の実現を目指します。",9,健康と安全,0.3163
"3 2030年3月期までに、オリックスグループの女性管理職比率を30%
4 循環型経済の推進と廃棄物削減の適切な処理を継続する。",10,循環経済,0.3233
"4 2030年3月期までに、オリックスグループのGHG（CO ）排出量を、
6 環境への影響を緩和するための商品・サービスの提供により、すべての関係者と共同で環境改善を促進する。",10,気候変動への適応,0.3032
"4 2030年3月期までに、オリックスグループのGHG（CO ）排出量を、
6 環境への影響を緩和するための商品・サービスの提供により、すべての関係者と共同で環境改善を促進する。",10,空気の汚染,0.3808
"4 2030年3月期までに、オリックスグループのGHG（CO ）排出量を、
6 環境への影響を緩和するための商品・サービスの提供により、すべての関係者と共同で環境改善を促進する。",10,水の汚染,0.3656
"4 2030年3月期までに、オリックスグループのGHG（CO ）排出量を、
6 環境への影響を緩和するための商品・サービスの提供により、すべての関係者と共同で環境改善を促進する。",10,生物および食料資源の汚染,0.3473
"4 2030年3月期までに、オリックスグループのGHG（CO ）排出量を、
6 環境への影響を緩和するための商品・サービスの提供により、すべての関係者と共同で環境改善を促進する。",10,健康と安全,0.3278
そして、ビジネスのグローバル化が進み、SDGsをはじ を行うことで、約1年半をかけてPurpose & Cultureが決定しました。,12,海洋資源の採取と利用,0.3071
そして、ビジネスのグローバル化が進み、SDGsをはじ を行うことで、約1年半をかけてPurpose & Cultureが決定しました。,12,健康と安全,0.329
そして、ビジネスのグローバル化が進み、SDGsをはじ を行うことで、約1年半をかけてPurpose & Cultureが決定しました。,12,企業文化,0.3737
"これまでのオリックスは「、企業として収
が共通の認識を持つことで、こうした世界的な流れに対応していくため、 にする共通の価値観」であるCultureによって、構成されています。",12,企業文化,0.3844
これは「、Purpose & Cultureは次世代のオ,12,生物および食料資源の汚染,0.3496
これは「、Purpose & Cultureは次世代のオ,12,水の消費と取水,0.3086
これは「、Purpose & Cultureは次世代のオ,12,健康と安全,0.3362
これは「、Purpose & Cultureは次世代のオ,12,平等と機会,0.327
これは「、Purpose & Cultureは次世代のオ,12,文化的権利,0.3871
これは「、Purpose & Cultureは次世代のオ,12,企業文化,0.4149
「企業が時代 Project（」Activation Project）が始動しました。,13,労働時間,0.4106
「企業が時代 Project（」Activation Project）が始動しました。,13,児童労働,0.3024
"私は昔から折に触れてオリックスと接点を持ち続けてきましたが、創 Purpose & Cultureに魂を入れる作業は、それぞれの組織の中で行
業時から受け継がれてきた自由闊達な企業風土は、今も健在であると感 わなければなりません。",14,労働時間,0.3065
"私は昔から折に触れてオリックスと接点を持ち続けてきましたが、創 Purpose & Cultureに魂を入れる作業は、それぞれの組織の中で行
業時から受け継がれてきた自由闊達な企業風土は、今も健在であると感 わなければなりません。",14,健康と安全,0.3242
"私は昔から折に触れてオリックスと接点を持ち続けてきましたが、創 Purpose & Cultureに魂を入れる作業は、それぞれの組織の中で行
業時から受け継がれてきた自由闊達な企業風土は、今も健在であると感 わなければなりません。",14,文化的権利,0.33
"私は昔から折に触れてオリックスと接点を持ち続けてきましたが、創 Purpose & Cultureに魂を入れる作業は、それぞれの組織の中で行
業時から受け継がれてきた自由闊達な企業風土は、今も健在であると感 わなければなりません。",14,企業文化,0.3987
"大企業に多く見られる組織内の政治的な駆け引きは行われてお Cultureを「従前からオリックスが受け継いできた要素をあらためて言語
らず、健全に動いているという印象を受けました。",14,企業文化,0.3168
"特に、Cultureの「挑戦をおもしろがる」という部分に、オリックスらしさ オリックスは昔からダイバーシティを自然に推進してきた会社ですが、
が表現されていると考えました。",14,企業文化,0.3316
"Purpose & Cultureを多様な事業・社員をつな
東京大学法学部、ハーバード・ビジネス・スクール卒業。",14,労働時間,0.3152
"Purpose & Cultureを多様な事業・社員をつな
東京大学法学部、ハーバード・ビジネス・スクール卒業。",14,企業文化,0.3501
"こうした中で、Purpose & Cultureは、グルー
プ全体に一つのつながりを持たせる機能を担っていくと考えています。",15,健康と安全,0.3761
"こうした中で、Purpose & Cultureは、グルー
プ全体に一つのつながりを持たせる機能を担っていくと考えています。",15,文化的権利,0.3247
"こうした中で、Purpose & Cultureは、グルー
プ全体に一つのつながりを持たせる機能を担っていくと考えています。",15,企業文化,0.3943
"Activation Projectの一環として
な議論を交わし、役員間でも意見交換を重ねました。",15,ロビー活動,0.3002
して価値を創出していくための指針になるのが、Purpose & Culture とが、私がオリックスに入社したきっかけです。,16,健康と安全,0.3411
して価値を創出していくための指針になるのが、Purpose & Culture とが、私がオリックスに入社したきっかけです。,16,平等と機会,0.3035
して価値を創出していくための指針になるのが、Purpose & Culture とが、私がオリックスに入社したきっかけです。,16,文化的権利,0.3495
して価値を創出していくための指針になるのが、Purpose & Culture とが、私がオリックスに入社したきっかけです。,16,企業文化,0.3797
"Purpose & Cultureを
Purpose & Cultureを本当の意味でグローバルに浸透させていくた であると考えています。",16,生物および食料資源の汚染,0.308
"Purpose & Cultureを
Purpose & Cultureを本当の意味でグローバルに浸透させていくた であると考えています。",16,健康と安全,0.3418
"Purpose & Cultureを
Purpose & Cultureを本当の意味でグローバルに浸透させていくた であると考えています。",16,文化的権利,0.3683
"Purpose & Cultureを
Purpose & Cultureを本当の意味でグローバルに浸透させていくた であると考えています。",16,企業文化,0.3783
"Purpose & Cultureの導入をきっかけに、社会価値と経済価値
“未来をひらくインパクト”とは は両輪であることをあらためて社員が認識していくことが必要でしょう。",16,健康と安全,0.334
"Purpose & Cultureの導入をきっかけに、社会価値と経済価値
“未来をひらくインパクト”とは は両輪であることをあらためて社員が認識していくことが必要でしょう。",16,企業文化,0.328
"一方で しかしながら、こうした外部環境の大幅な変化や不透明な環境が長 一代で築き上げた国内トップクラスの船主（船舶保有・貸渡）および船
新型コロナウイルス感染症が拡大した際に世界各国は、特に先進国 期化しても、オリックス自身は分散したポートフォリオがセグメントご 舶運航管理会社です。",25,空気の汚染,0.3236
"一方で しかしながら、こうした外部環境の大幅な変化や不透明な環境が長 一代で築き上げた国内トップクラスの船主（船舶保有・貸渡）および船
新型コロナウイルス感染症が拡大した際に世界各国は、特に先進国 期化しても、オリックス自身は分散したポートフォリオがセグメントご 舶運航管理会社です。",25,水の汚染,0.3023
"しかしながら、オリックスが50年以上に及び船舶事業を自ら営ん
中の金融市場では流動性が高い水準に留まり、これがグローバルな えます。",25,海洋資源の使用,0.304
"第二のキャピタルリサイクリングについて、これまでの事業売却は
利益の目標は不透明な環境に応じて若干修正したものの、2024年 第一のコアビジネスの育成ですが、この10年でオリックスは当期 売却益計上のために推進してきたわけではありません。",25,空気の汚染,0.3586
"第二のキャピタルリサイクリングについて、これまでの事業売却は
利益の目標は不透明な環境に応じて若干修正したものの、2024年 第一のコアビジネスの育成ですが、この10年でオリックスは当期 売却益計上のために推進してきたわけではありません。",25,水の汚染,0.3422
"第二のキャピタルリサイクリングについて、これまでの事業売却は
利益の目標は不透明な環境に応じて若干修正したものの、2024年 第一のコアビジネスの育成ですが、この10年でオリックスは当期 売却益計上のために推進してきたわけではありません。",25,生物および食料資源の汚染,0.3041
"第二のキャピタルリサイクリングについて、これまでの事業売却は
利益の目標は不透明な環境に応じて若干修正したものの、2024年 第一のコアビジネスの育成ですが、この10年でオリックスは当期 売却益計上のために推進してきたわけではありません。",25,循環経済,0.3143
"第三のグローバルビジネスの機動的な拡大と、第四のアセットマネ 合することは決して戦略的ではないので、リスクをコントロールしてア 成長率が期待できる地域であり、国ごとにリスクとチャンスをきめ細
ジメントの推進には、実はそれぞれの戦略が互いに関連する領域が大 セットライトに成長を推進していくことが重要になります。",26,健康と安全,0.3063
"「事業」と「投資」 イノベーションの支援、循環型経済の促進に寄与することで、金融 ①対象の産業力向上への貢献
は線引きが難しいところもありますが、当面、以下表のような分類で 部門の収益性と成長を具現化する。",27,健康と安全,0.3109
"アジア・豪州 ファイナンス部門 AMビジネス アジア（投資）
＊セグメント資産はいずれも平残",27,海洋資源の使用,0.3123
"アジア・豪州 ファイナンス部門 AMビジネス アジア（投資）
＊セグメント資産はいずれも平残",27,海洋資源の採取と利用,0.3452
"今後、外部 可欠ですので、オリックスでは若手人材育成と専門人材獲得の双方向
資金の調達（AUM）を有効活用する戦略を拡大する。",28,海洋資源の使用,0.3089
"今後、外部 可欠ですので、オリックスでは若手人材育成と専門人材獲得の双方向
資金の調達（AUM）を有効活用する戦略を拡大する。",28,海洋資源の採取と利用,0.3637
"新規投資においては、 国内・海外合わせて6,200億円の新規投資を行い、5,200億円を回収
の回復と想定していました。",29,水の消費と取水,0.3169
"新規投資においては、 国内・海外合わせて6,200億円の新規投資を行い、5,200億円を回収
の回復と想定していました。",29,海洋資源の採取と利用,0.3274
"有形資産の管理経験と豊富な金融面の知識を有しており、2024年3月末
資関連ビジネスは相対的に魅力が低下していましたが、今後の円金利の 「投資」では、1,864億円への増益を見込んでいます。",30,海洋資源の使用,0.3082
"有形資産の管理経験と豊富な金融面の知識を有しており、2024年3月末
資関連ビジネスは相対的に魅力が低下していましたが、今後の円金利の 「投資」では、1,864億円への増益を見込んでいます。",30,海洋資源の採取と利用,0.3003
東芝へのLP のような環境下においても適切な海外投資を行えるよう、リスクヘッジの ポートフォリオへと変化したことで、実質的な資本コストは低下しています。,31,気候変動への適応,0.3618
"多様な人材の受け入れと活躍推進 安心して自分らしく働くための環境整備
Purpose & Culture」の実現と企業価値の向上に寄与していきます。",33,健康と安全,0.342
"多様な人材の受け入れと活躍推進 安心して自分らしく働くための環境整備
Purpose & Culture」の実現と企業価値の向上に寄与していきます。",33,企業文化,0.3926
社内の年次エンゲージメントサーベイにおける質問項目「私の職場では“ORIX Group Purpose & Culture”を実践している」に対し肯定的な回答（５段階評価の上位２位）をした社員の割合。,33,労働時間,0.3183
社内の年次エンゲージメントサーベイにおける質問項目「私の職場では“ORIX Group Purpose & Culture”を実践している」に対し肯定的な回答（５段階評価の上位２位）をした社員の割合。,33,児童労働,0.3063
"こうして「巨大な蓄電池（蓄電所）を
て再生可能エネルギーの発電量の不安定性を克服する必要があるとい 自社で投資・保有する」というアイデアが生まれました。",34,エネルギー,0.3307
"持続的な事業成長のた 値観を持つ人材を積極的に受け入れることが、新たな価値創造を生むと は環境エネルギー、プライベートエクイティ投資等の注力分野に加え、DX、
めには、コアバリューの浸透とコアケイパビリティの強化を実現する土台 いう考えのもと、社員の多様性を受容・尊重するための各種施策を推進し セキュリティ、事業ガバナンス等に精通した人材の採用に注力しています。",38,健康と安全,0.3549
"オリックスは、男女雇用機会均等法の施行（1986年）以前から女性を 70.0%
積極的に採用してきました。",38,労働条件,0.3201
"オリックスは、男女雇用機会均等法の施行（1986年）以前から女性を 70.0%
積極的に採用してきました。",38,健康と安全,0.3164
"オリックスは、男女雇用機会均等法の施行（1986年）以前から女性を 70.0%
積極的に採用してきました。",38,平等と機会,0.3071
"までのキャリアや取り組んでいる自己研鑽についても紹介する実践的な 環境で仕事と育児を両立
講座です。",39,労働条件,0.3689
"までのキャリアや取り組んでいる自己研鑽についても紹介する実践的な 環境で仕事と育児を両立
講座です。",39,労働時間,0.3822
"までのキャリアや取り組んでいる自己研鑽についても紹介する実践的な 環境で仕事と育児を両立
講座です。",39,健康と安全,0.3258
"までのキャリアや取り組んでいる自己研鑽についても紹介する実践的な 環境で仕事と育児を両立
講座です。",39,児童労働,0.4121
"不動産
社員の健康増進に対する取り組み きく感謝しています。",39,健康と安全,0.3134
"ネットワークの活用により、DHCのさらなる成長ストーリーを描けたこと を生かし、オリックスとともに事業を成長させていこうとする私たちの姿
等を背景にDHCへの投資プロジェクトが開始しました。",40,健康と安全,0.3174
"オリックスとし 勢と熱意が、他の投資ファンドとの差別化につながり、DHCの心を動か
ても、ヘルスケア分野への投資で培った知見や、失敗経験を通じて得た したと感じます。",40,水の消費と取水,0.3386
"オリックスとし 勢と熱意が、他の投資ファンドとの差別化につながり、DHCの心を動か
ても、ヘルスケア分野への投資で培った知見や、失敗経験を通じて得た したと感じます。",40,健康と安全,0.4172
"（環境エネルギー）
① サプライチェーン管理体制を強化する。",41,エネルギー,0.3549
"（環境エネルギー）
① サプライチェーン管理体制を強化する。",41,生物および食料資源の汚染,0.3338
"（環境エネルギー）
① サプライチェーン管理体制を強化する。",41,海洋資源の使用,0.3092
"（環境エネルギー）
① サプライチェーン管理体制を強化する。",41,海洋資源の採取と利用,0.302
"（環境エネルギー）
① サプライチェーン管理体制を強化する。",41,循環経済,0.3698
"メンバー： グループCEO（委員長）、ESGに直接関わる部門の責任者、議案の内容
・ ESGスコアの評価・モニタリングと年次レビューの実施。",41,エネルギー,0.3142
"メンバー： グループCEO（委員長）、ESGに直接関わる部門の責任者、議案の内容
・ ESGスコアの評価・モニタリングと年次レビューの実施。",41,健康と安全,0.3061
"RobecoはTNFDのearly adopter
活動に活用する。",41,ロビー活動,0.3507
"2 事業者および投資家として、再生可能エネルギー分野における事業
発展に寄与する。",42,エネルギー,0.3625
"2 事業者および投資家として、再生可能エネルギー分野における事業
発展に寄与する。",42,生物および食料資源の汚染,0.348
"2 事業者および投資家として、再生可能エネルギー分野における事業
発展に寄与する。",42,海洋資源の採取と利用,0.3059
"2 事業者および投資家として、再生可能エネルギー分野における事業
発展に寄与する。",42,循環経済,0.3337
"2 事業者および投資家として、再生可能エネルギー分野における事業
発展に寄与する。",42,健康と安全,0.3493
2 国連世界人権宣言の支持、労働者の健康と安全・DE＆（I 多様性、公平 引き続き、人権デューデリジェンスを推進しています。,43,健康と安全,0.4678
2 国連世界人権宣言の支持、労働者の健康と安全・DE＆（I 多様性、公平 引き続き、人権デューデリジェンスを推進しています。,43,平等と機会,0.3844
2 国連世界人権宣言の支持、労働者の健康と安全・DE＆（I 多様性、公平 引き続き、人権デューデリジェンスを推進しています。,43,児童労働,0.3607
有効な対策をとらず地球温暖化が進めば、気候が大きく変動し、 オリックスでは、GHG（CO ）排出削減目標を次のように設定しています。,45,気候変動,0.3218
有効な対策をとらず地球温暖化が進めば、気候が大きく変動し、 オリックスでは、GHG（CO ）排出削減目標を次のように設定しています。,45,気候変動への適応,0.3499
有効な対策をとらず地球温暖化が進めば、気候が大きく変動し、 オリックスでは、GHG（CO ）排出削減目標を次のように設定しています。,45,気候変動の緩和,0.3246
有効な対策をとらず地球温暖化が進めば、気候が大きく変動し、 オリックスでは、GHG（CO ）排出削減目標を次のように設定しています。,45,空気の汚染,0.3445
② 2050年3月期までにGHG（CO ）排出量を実質的にゼロとする。,45,空気の汚染,0.362
② 2050年3月期までにGHG（CO ）排出量を実質的にゼロとする。,45,水の汚染,0.3192
② 2050年3月期までにGHG（CO ）排出量を実質的にゼロとする。,45,生物および食料資源の汚染,0.3536
"2021 ①保有・運営物件の設備更新を前倒しで進め、省エネ機器などを導入＊2
混焼発電所からの排出量は79.6万トンで、全体の70.6％を占めています。",45,水の消費と取水,0.3232
"2021 ①保有・運営物件の設備更新を前倒しで進め、省エネ機器などを導入＊2
混焼発電所からの排出量は79.6万トンで、全体の70.6％を占めています。",45,海洋資源の使用,0.3162
"2021 ①保有・運営物件の設備更新を前倒しで進め、省エネ機器などを導入＊2
混焼発電所からの排出量は79.6万トンで、全体の70.6％を占めています。",45,海洋資源の採取と利用,0.36
"▶ P.86 ESGデータ ▶▶▶ 環境パフォーマンスデータ
＊5 電気以外使用ベースの排出分に充当。",45,エネルギー,0.3211
"▶ P.86 ESGデータ ▶▶▶ 環境パフォーマンスデータ
＊5 電気以外使用ベースの排出分に充当。",45,海洋資源の使用,0.3021
日本 0.0 44.6 0.0 0.0 25.2 69.8 これにより、Amazonへの累計供給電力は約340MWとなる見込みです。,46,エネルギー,0.3735
される気候変動リスク低減に向けた討議、サステナビリティを取り巻く国 【シナリオ分析】 ＊ 海外現地法人における化石燃料採掘業やパーム油プランテーション、林業を指す。,47,気候変動への適応,0.3702
される気候変動リスク低減に向けた討議、サステナビリティを取り巻く国 【シナリオ分析】 ＊ 海外現地法人における化石燃料採掘業やパーム油プランテーション、林業を指す。,47,気候変動の緩和,0.3315
"急性 •被災可能性が高いエリアの不動産価格下落
気候変動の物理的な影響が顕在化する。",48,気候変動,0.4008
"急性 •被災可能性が高いエリアの不動産価格下落
気候変動の物理的な影響が顕在化する。",48,気候変動への適応,0.3895
"急性 •被災可能性が高いエリアの不動産価格下落
気候変動の物理的な影響が顕在化する。",48,気候変動の緩和,0.3902
"急性 •被災可能性が高いエリアの不動産価格下落
気候変動の物理的な影響が顕在化する。",48,生物および食料資源の汚染,0.3216
"急性 •被災可能性が高いエリアの不動産価格下落
気候変動の物理的な影響が顕在化する。",48,生物多様性の損失,0.3102
"生命保険 ALL 上記すべての事業
＊2 SSP（Shared Socioeconomic Pathways）：共通社会経済経路。",48,生物および食料資源の汚染,0.3282
"生命保険 ALL 上記すべての事業
＊2 SSP（Shared Socioeconomic Pathways）：共通社会経済経路。",48,循環経済,0.3274
"生命保険 ALL 上記すべての事業
＊2 SSP（Shared Socioeconomic Pathways）：共通社会経済経路。",48,労働条件,0.3037
"生命保険 ALL 上記すべての事業
＊2 SSP（Shared Socioeconomic Pathways）：共通社会経済経路。",48,健康と安全,0.4274
"生命保険 ALL 上記すべての事業
＊2 SSP（Shared Socioeconomic Pathways）：共通社会経済経路。",48,児童労働,0.3059
"気候変動に関する政府間パネル第6次評価報告書（IPCC AR6）において提示された、
気温上昇のモデル推計値。",48,気候変動,0.3848
"気候変動に関する政府間パネル第6次評価報告書（IPCC AR6）において提示された、
気温上昇のモデル推計値。",48,気候変動への適応,0.4276
"気候変動に関する政府間パネル第6次評価報告書（IPCC AR6）において提示された、
気温上昇のモデル推計値。",48,気候変動の緩和,0.3531
"気候変動に関する政府間パネル第6次評価報告書（IPCC AR6）において提示された、
気温上昇のモデル推計値。",48,空気の汚染,0.3049
"動を通じて間接的に、自然資本へ影響を与えるとと 依存 ・輸送業
サプライヤーの皆さまとともに、サービス品質向上を継続するとともに、環境負荷低減や人権尊重などのサステ もに依存しています。",49,生物および食料資源の汚染,0.3504
"● オ リックスとオリックス生命保険ではパートナーシップ構築宣言とマルチステークホルダー方針の策定・公開を 具体的には、ウミガメやオオサンショウウオなどの希少種の保全活動、館内ワークショップや地域の生態系を題材
行いました。",49,健康と安全,0.3044
"響を与える可能性があり、意思決定にサステナビリティを考慮することが事業を行う上で極めて重要な必須要件で
当社の事業活動において、自社の活動が直接人権侵害を引き起こす、または助長するリスク、そして当社のお客 あると認識しています。",50,健康と安全,0.3122
"● 人権尊重に関する取り組みについては、サステナビリティ委員会での審議および取締役会への報告が行われて
います。",50,健康と安全,0.3996
